V2ax_avg,V2tang_avg,V2_avg,alpha2_avg,T2_avg,P2_avg,s2_avg,mass_flow_total
416.18920958559255,0.0,416.18920958559255,0.0,1433.819314880541,17.331127166982405,1.2086516963105058,110.7679550624891
