Beta2	70
s/c	Yp_b
0.306415011	0.161180128
0.319999824	0.159006206
0.333584739	0.155900625
0.347169755	0.153105592
0.35773581	0.150621117
0.369811144	0.148136653
0.384905639	0.146273294
0.40301869	0.144099377
0.427169761	0.141614902
0.446792393	0.139751554
0.464905646	0.138509311
0.486037555	0.136956521
0.505660288	0.136335405
0.52830188	0.136335405
0.555471506	0.137267079
0.579622578	0.138509311
0.600754689	0.139440996
0.621886598	0.141614902
0.639999953	0.143788819
0.661132064	0.145031052
0.686792413	0.148136653
0.712452762	0.150931675
0.729056535	0.153726708
0.754716884	0.155900625
0.769811279	0.159006206
0.793962249	0.162111802
0.816603739	0.165217393
0.833207411	0.168322979
0.851320765	0.170496896
0.873962256	0.173602487
0.896603746	0.176708078
0.91169814	0.178881984
0.929811292	0.182298133
0.950943404	0.185714282
0.970565934	0.187888199
0.985660329	0.189440989
1.000754723	0.192546581
Beta2	65
s/c	Yp_b
0.306415011	0.156211183
0.316980966	0.152795034
0.329056603	0.148757759
0.342641517	0.144099377
0.35924529	0.140993786
0.374339584	0.137577637
0.389433877	0.135093162
0.40603765	0.131677013
0.421132044	0.129192549
0.439245196	0.127018632
0.457358449	0.124223609
0.483018798	0.121118008
0.508679248	0.119875776
0.525283021	0.118633543
0.541886794	0.117701859
0.561509426	0.116459627
0.579622578	0.115838511
0.600754689	0.116770185
0.61886774	0.117080753
0.633962235	0.118012427
0.652075286	0.118012427
0.671697918	0.119565218
0.689811272	0.12080746
0.710943384	0.121118008
0.735094253	0.122981367
0.751698026	0.123913051
0.76528294	0.125465842
0.780377335	0.12732919
0.799999966	0.128571433
0.816603739	0.130434781
0.830188654	0.13229814
0.846792427	0.13385093
0.86037724	0.136335405
0.872452674	0.137888206
0.889056447	0.13881988
0.901132085	0.140683228
0.916226276	0.142236029
0.938867564	0.145031052
0.964528217	0.148136653
0.98113199	0.150621117
0.997735763	0.153105592
Beta2	60
s/c	Yp_b
0.306415011	0.148136653
0.315471688	0.14534161
0.323018784	0.140993786
0.33509432	0.136645963
0.348679235	0.132919256
0.360754669	0.129503107
0.377358442	0.125465842
0.398490554	0.121739135
0.415094327	0.118012427
0.440754676	0.11428571
0.463396166	0.111490687
0.490565995	0.108385096
0.513207485	0.106521737
0.535848874	0.104968947
0.564528285	0.103726705
0.590188633	0.10279503
0.614339604	0.102484472
0.636981094	0.102484472
0.665660302	0.103416157
0.689811272	0.103726705
0.710943384	0.104968947
0.733584874	0.105900621
0.760754703	0.107142854
0.781886713	0.108385096
0.803018825	0.109627329
0.821131977	0.111180129
0.846792427	0.112422361
0.867924538	0.11428571
0.887547069	0.115838511
0.908679181	0.117080753
0.935849009	0.119875776
0.961509257	0.122049693
0.98415095	0.124844726
1.002264102	0.126397516
Beta2	55
s/c	Yp_b
0.303396051	0.142546587
0.31245283	0.136956521
0.319999824	0.134782604
0.327547123	0.132919256
0.344150896	0.129192549
0.350188512	0.126397516
0.360754669	0.122981367
0.371320725	0.120496902
0.386414917	0.119565218
0.40603765	0.115527952
0.424150903	0.111801245
0.440754676	0.109006212
0.452830009	0.106521737
0.466415025	0.104037263
0.487547136	0.100621124
0.504150909	0.097826091
0.523773541	0.095962743
0.538867834	0.094099373
0.556981087	0.092236025
0.576603719	0.090062108
0.594716972	0.088819876
0.614339604	0.087577644
0.636981094	0.086335412
0.656603726	0.085403727
0.680754696	0.084472053
0.703396186	0.084782611
0.730566015	0.085403727
0.753207506	0.086024853
0.777358476	0.086956528
0.804528203	0.08819876
0.830188654	0.089441003
0.851320765	0.090993793
0.873962256	0.092857152
0.901132085	0.094409942
0.923773575	0.096583869
0.944905484	0.098447207
0.963018838	0.100931682
0.982641369	0.10279503
1.00377348	0.105279505
Beta2	50
s/c	Yp_b
0.31245283	0.136956521
0.319999824	0.135093162
0.327547123	0.132919256
0.338113179	0.130745339
0.350188512	0.126397516
0.360754669	0.122981367
0.371320725	0.120496902
0.381886781	0.117701859
0.389433877	0.115217394
0.401509412	0.112111803
0.410565988	0.109627329
0.422641423	0.10776398
0.442264156	0.103726705
0.457358449	0.100931682
0.473962222	0.097826091
0.487547136	0.095031058
0.504150909	0.091925457
0.523773541	0.088819876
0.537358456	0.086645959
0.553962229	0.08509319
0.572075279	0.08322982
0.594716972	0.081055904
0.614339604	0.079503113
0.643018811	0.077018638
0.668679059	0.076086964
0.694339611	0.075776406
0.716981101	0.075465838
0.738113111	0.07515528
0.762264081	0.075776406
0.786415052	0.07670808
0.809056542	0.077018638
0.827169694	0.077950313
0.848301805	0.078881987
0.872452674	0.079813671
0.892075407	0.081366462
0.913207519	0.082919262
0.937358388	0.084472053
0.956981121	0.086024853
0.976603651	0.087577644
0.997735763	0.090062108
Beta2	40
s/c	Yp_b
0.301886774	0.134782604
0.309433971	0.13229814
0.319999824	0.130124223
0.333584739	0.127018632
0.345660376	0.123602483
0.35622633	0.12080746
0.362264149	0.118322985
0.375849063	0.113975152
0.390943357	0.109937887
0.404528271	0.107142854
0.421132044	0.103416157
0.440754676	0.098757755
0.464905646	0.09472049
0.478490561	0.091925457
0.490565995	0.089441003
0.499622571	0.087577644
0.511698107	0.086024853
0.523773541	0.08322982
0.538867834	0.081055904
0.556981087	0.078881987
0.57358486	0.077018638
0.587169775	0.075465838
0.600754689	0.073913047
0.614339604	0.072360257
0.629433897	0.071118014
0.650566009	0.069875782
0.662641443	0.068944098
0.677735837	0.06863355
0.697358469	0.068012434
0.718490479	0.067701865
0.736603733	0.067391297
0.748679167	0.067391297
0.759245223	0.067391297
0.775848996	0.067391297
0.78943391	0.067080749
0.812075401	0.067701865
0.831698032	0.068012434
0.852830144	0.068322982
0.870943296	0.069254666
0.889056447	0.07018633
0.907169802	0.070496898
0.928301914	0.072049699
0.947924444	0.072981373
0.967547177	0.074223606
0.987169707	0.074844742
1.002264102	0.076086964
