V1ax_avg,V1tang_avg,V1_avg,alpha1_avg,T1_avg,T1t_avg,P1_avg,s1_avg,mass_flow_total
332.8265322135678,619.0279142533847,702.8301002513986,61.734626877875336,1508.7014422792624,1700.0,22.805485677356508,1.1957381851601825,110.76795429703222
