,0
L_is,313.5086551822057
L_euler,292.5035752849979
U_mean,474.3445480020079
r_mean,0.18118627090370493
omega_rad,2617.993877991494
V1ax,332.0411836014055
V1tang,616.6479124026104
V1,700.3613320836037
W1ax,332.0411836014055
W1tang,142.30336440060245
W1,361.25004515868636
alfa1,61.69924423399363
beta1,23.198590513648202
T1t,1700.0
T1,1510.0444183194218
M1,0.9380214348036026
M1rel,0.4838363715405217
T1trel,1560.5835536465047
